检测时间,检测日期,班次,SKU,流水号,结果,缺陷详情,缺陷数
2026/5/27 17:43:47,2026-05-27,中班,11111111,5400,NG,未剪断NG,1
2026/5/27 17:43:41,2026-05-27,中班,11111111,5372,NG,爆管NG,1
2026/5/27 17:43:40,2026-05-27,中班,11111111,5367,NG,未剪断NG,1
2026/5/27 17:43:40,2026-05-27,中班,11111111,5366,NG,爆管NG,1
2026/5/27 17:43:39,2026-05-27,中班,11111111,5363,NG,未剪断NG,1
2026/5/27 17:43:39,2026-05-27,中班,11111111,5362,NG,未剪断NG,1
2026/5/27 17:43:25,2026-05-27,中班,11111111,5291,NG,未剪断NG,1
2026/5/27 17:43:25,2026-05-27,中班,11111111,5290,NG,未剪断NG,1
2026/5/27 17:43:23,2026-05-27,中班,11111111,5282,NG,管内异物NG,1
2026/5/27 17:43:15,2026-05-27,中班,11111111,5244,NG,未剪断NG,1
2026/5/27 17:43:01,2026-05-27,中班,11111111,5171,NG,斜口NG,1
2026/5/27 17:43:01,2026-05-27,中班,11111111,5170,NG,未剪断NG,1
2026/5/27 17:43:00,2026-05-27,中班,11111111,5169,NG,未剪断NG,1
2026/5/27 17:42:54,2026-05-27,中班,11111111,5137,NG,未剪断NG,1
2026/5/27 17:42:54,2026-05-27,中班,11111111,5136,NG,"混合缺陷[斜口NG,未剪断NG]",2
2026/5/27 17:42:44,2026-05-27,中班,11111111,5085,NG,管内异物NG,1
2026/5/27 17:42:24,2026-05-27,中班,11111111,4988,NG,未剪断NG,1
2026/5/27 17:42:24,2026-05-27,中班,11111111,4987,NG,未剪断NG,1
2026/5/27 17:42:17,2026-05-27,中班,11111111,4954,NG,未剪断NG,1
2026/5/27 17:42:17,2026-05-27,中班,11111111,4953,NG,未剪断NG,1
2026/5/27 17:41:34,2026-05-27,中班,11111111,4735,NG,未剪断NG,1
2026/5/27 17:41:33,2026-05-27,中班,11111111,4734,NG,未剪断NG,1
2026/5/27 17:41:31,2026-05-27,中班,11111111,4721,NG,未剪断NG,1
2026/5/27 17:41:31,2026-05-27,中班,11111111,4720,NG,未剪断NG,1
2026/5/27 17:41:30,2026-05-27,中班,11111111,4716,NG,未剪断NG,1
2026/5/27 17:41:28,2026-05-27,中班,11111111,4705,NG,未剪断NG,1
2026/5/27 17:41:12,2026-05-27,中班,11111111,4629,NG,未剪断NG,1
2026/5/27 17:41:07,2026-05-27,中班,11111111,4604,NG,管内异物NG,1
2026/5/27 17:41:05,2026-05-27,中班,11111111,4593,NG,管内异物NG,1
2026/5/27 17:40:50,2026-05-27,中班,11111111,4517,NG,爆管NG,1
2026/5/27 17:40:48,2026-05-27,中班,11111111,4508,NG,爆管NG,1
2026/5/27 17:40:34,2026-05-27,中班,11111111,4437,NG,未剪断NG,1
2026/5/27 17:40:19,2026-05-27,中班,11111111,4362,NG,未剪断NG,1
2026/5/27 17:40:09,2026-05-27,中班,11111111,4313,NG,爆管NG,1
2026/5/27 17:39:39,2026-05-27,中班,11111111,4160,NG,未剪断NG,1
2026/5/27 17:39:38,2026-05-27,中班,11111111,4159,NG,未剪断NG,1
2026/5/27 17:39:30,2026-05-27,中班,11111111,4120,NG,未剪断NG,1
2026/5/27 17:39:19,2026-05-27,中班,11111111,4064,NG,未剪断NG,1
2026/5/27 17:39:07,2026-05-27,中班,11111111,4004,NG,未剪断NG,1
2026/5/27 17:39:07,2026-05-27,中班,11111111,4003,NG,未剪断NG,1
2026/5/27 17:39:05,2026-05-27,中班,11111111,3992,NG,未剪断NG,1
2026/5/27 17:39:05,2026-05-27,中班,11111111,3991,NG,未剪断NG,1
2026/5/27 17:38:59,2026-05-27,中班,11111111,3964,NG,管内异物NG,1
2026/5/27 17:38:59,2026-05-27,中班,11111111,3963,NG,未剪断NG,1
2026/5/27 17:38:55,2026-05-27,中班,11111111,3945,NG,未剪断NG,1
2026/5/27 17:38:45,2026-05-27,中班,11111111,3893,NG,未剪断NG,1
2026/5/27 17:38:43,2026-05-27,中班,11111111,3885,NG,管内异物NG,1
2026/5/27 17:38:41,2026-05-27,中班,11111111,3874,NG,"混合缺陷[爆管NG,未剪断NG]",2
2026/5/27 17:38:36,2026-05-27,中班,11111111,3845,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/27 17:38:26,2026-05-27,中班,11111111,3797,NG,未剪断NG,1
2026/5/27 17:38:23,2026-05-27,中班,11111111,3782,NG,爆管NG,1
2026/5/27 17:38:22,2026-05-27,中班,11111111,3779,NG,爆管NG,1
2026/5/27 17:37:52,2026-05-27,中班,11111111,3628,NG,未剪断NG,1
2026/5/27 17:37:52,2026-05-27,中班,11111111,3627,NG,未剪断NG,1
2026/5/27 17:37:28,2026-05-27,中班,11111111,3510,NG,未剪断NG,1
2026/5/27 17:37:20,2026-05-27,中班,11111111,3470,NG,爆管NG,1
2026/5/27 17:37:11,2026-05-27,中班,11111111,3422,NG,未剪断NG,1
2026/5/27 17:37:11,2026-05-27,中班,11111111,3421,NG,未剪断NG,1
2026/5/27 17:37:07,2026-05-27,中班,11111111,3405,NG,未剪断NG,1
2026/5/27 17:36:51,2026-05-27,中班,11111111,3322,NG,"混合缺陷[爆管NG,未剪断NG]",2
2026/5/27 17:36:41,2026-05-27,中班,11111111,3275,NG,未剪断NG,1
2026/5/27 17:36:41,2026-05-27,中班,11111111,3274,NG,未剪断NG,1
2026/5/27 17:36:38,2026-05-27,中班,11111111,3259,NG,未剪断NG,1
2026/5/27 17:36:38,2026-05-27,中班,11111111,3258,NG,未剪断NG,1
2026/5/27 17:36:35,2026-05-27,中班,11111111,3245,NG,未剪断NG,1
2026/5/27 17:36:35,2026-05-27,中班,11111111,3244,NG,未剪断NG,1
2026/5/27 17:36:34,2026-05-27,中班,11111111,3239,NG,未剪断NG,1
2026/5/27 17:36:34,2026-05-27,中班,11111111,3238,NG,未剪断NG,1
2026/5/27 17:35:49,2026-05-27,中班,11111111,3014,NG,爆管NG,1
2026/5/27 17:35:39,2026-05-27,中班,11111111,2964,NG,管内异物NG,1
2026/5/27 17:35:38,2026-05-27,中班,11111111,2960,NG,管内异物NG,1
2026/5/27 17:35:31,2026-05-27,中班,11111111,2921,NG,爆管NG,1
2026/5/27 17:35:23,2026-05-27,中班,11111111,2885,NG,管内异物NG,1
2026/5/27 17:35:23,2026-05-27,中班,11111111,2882,NG,管内异物NG,1
2026/5/27 17:35:19,2026-05-27,中班,11111111,2865,NG,管内异物NG,1
2026/5/27 17:35:19,2026-05-27,中班,11111111,2864,NG,管内异物NG,1
2026/5/27 17:35:17,2026-05-27,中班,11111111,2852,NG,未剪断NG,1
2026/5/27 17:35:06,2026-05-27,中班,11111111,2796,NG,未剪断NG,1
2026/5/27 17:34:58,2026-05-27,中班,11111111,2759,NG,未剪断NG,1
2026/5/27 17:34:58,2026-05-27,中班,11111111,2758,NG,未剪断NG,1
2026/5/27 17:34:45,2026-05-27,中班,11111111,2692,NG,未剪断NG,1
2026/5/27 17:34:45,2026-05-27,中班,11111111,2691,NG,未剪断NG,1
2026/5/27 17:34:42,2026-05-27,中班,11111111,2677,NG,未剪断NG,1
2026/5/27 17:34:32,2026-05-27,中班,11111111,2626,NG,未剪断NG,1
2026/5/27 17:34:30,2026-05-27,中班,11111111,2617,NG,未剪断NG,1
2026/5/27 17:34:08,2026-05-27,中班,11111111,2509,NG,未剪断NG,1
2026/5/27 17:34:03,2026-05-27,中班,11111111,2483,NG,未剪断NG,1
2026/5/27 17:34:03,2026-05-27,中班,11111111,2482,NG,未剪断NG,1
2026/5/27 17:34:02,2026-05-27,中班,11111111,2480,NG,未剪断NG,1
2026/5/27 17:34:02,2026-05-27,中班,11111111,2479,NG,未剪断NG,1
2026/5/27 17:33:59,2026-05-27,中班,11111111,2463,NG,管内异物NG,1
2026/5/27 17:33:59,2026-05-27,中班,11111111,2461,NG,未剪断NG,1
2026/5/27 17:33:46,2026-05-27,中班,11111111,2398,NG,未剪断NG,1
2026/5/27 17:33:33,2026-05-27,中班,11111111,2333,NG,爆管NG,1
2026/5/27 17:33:03,2026-05-27,中班,11111111,2182,NG,未剪断NG,1
2026/5/27 17:32:36,2026-05-27,中班,11111111,2047,NG,未剪断NG,1
2026/5/27 17:32:24,2026-05-27,中班,11111111,1990,NG,未剪断NG,1
2026/5/27 17:32:24,2026-05-27,中班,11111111,1989,NG,未剪断NG,1
2026/5/27 17:32:04,2026-05-27,中班,11111111,1888,NG,爆管NG,1
2026/5/27 17:32:04,2026-05-27,中班,11111111,1887,NG,未剪断NG,1
2026/5/27 17:32:01,2026-05-27,中班,11111111,1872,NG,管内异物NG,1
2026/5/27 17:31:19,2026-05-27,中班,11111111,1661,NG,爆管NG,1
2026/5/27 17:31:10,2026-05-27,中班,11111111,1621,NG,未剪断NG,1
2026/5/27 17:31:08,2026-05-27,中班,11111111,1611,NG,未剪断NG,1
2026/5/27 17:31:05,2026-05-27,中班,11111111,1594,NG,管内异物NG,1
2026/5/27 17:30:46,2026-05-27,中班,11111111,1496,NG,爆管NG,1
2026/5/27 17:30:42,2026-05-27,中班,11111111,1478,NG,未剪断NG,1
2026/5/27 17:30:42,2026-05-27,中班,11111111,1477,NG,未剪断NG,1
2026/5/27 17:30:27,2026-05-27,中班,11111111,1403,NG,未剪断NG,1
2026/5/27 17:30:27,2026-05-27,中班,11111111,1402,NG,未剪断NG,1
2026/5/27 17:29:56,2026-05-27,中班,11111111,1250,NG,爆管NG,1
2026/5/27 17:29:41,2026-05-27,中班,11111111,1174,NG,未剪断NG,1
2026/5/27 17:29:38,2026-05-27,中班,11111111,1160,NG,爆管NG,1
2026/5/27 17:29:37,2026-05-27,中班,11111111,1151,NG,未剪断NG,1
2026/5/27 17:29:17,2026-05-27,中班,11111111,1055,NG,斜口NG,1
2026/5/27 17:29:17,2026-05-27,中班,11111111,1054,NG,未剪断NG,1
2026/5/27 17:28:50,2026-05-27,中班,11111111,917,NG,未剪断NG,1
2026/5/27 17:28:49,2026-05-27,中班,11111111,916,NG,未剪断NG,1
2026/5/27 17:28:35,2026-05-27,中班,11111111,843,NG,管内异物NG,1
2026/5/27 17:27:31,2026-05-27,中班,11111111,526,NG,未剪断NG,1
2026/5/27 17:27:11,2026-05-27,中班,11111111,425,NG,斜口NG,1
2026/5/27 17:27:11,2026-05-27,中班,11111111,424,NG,未剪断NG,1
2026/5/27 17:27:10,2026-05-27,中班,11111111,420,NG,管内异物NG,1
2026/5/27 17:27:10,2026-05-27,中班,11111111,418,NG,未剪断NG,1
2026/5/27 17:26:57,2026-05-27,中班,11111111,356,NG,未剪断NG,1
2026/5/27 17:26:53,2026-05-27,中班,11111111,333,NG,未剪断NG,1
2026/5/27 17:26:49,2026-05-27,中班,11111111,313,NG,未剪断NG,1
2026/5/27 17:26:49,2026-05-27,中班,11111111,312,NG,未剪断NG,1
2026/5/27 17:25:11,2026-05-27,中班,11111111,2885,NG,未剪断NG,1
2026/5/27 17:24:51,2026-05-27,中班,11111111,2789,NG,未剪断NG,1
2026/5/27 17:24:51,2026-05-27,中班,11111111,2788,NG,未剪断NG,1
2026/5/27 17:24:45,2026-05-27,中班,11111111,2759,NG,爆管NG,1
2026/5/27 17:24:42,2026-05-27,中班,11111111,2741,NG,未剪断NG,1
2026/5/27 17:24:42,2026-05-27,中班,11111111,2740,NG,未剪断NG,1
2026/5/27 17:24:03,2026-05-27,中班,11111111,2545,NG,未剪断NG,1
2026/5/27 17:24:02,2026-05-27,中班,11111111,2544,NG,未剪断NG,1
2026/5/27 17:24:02,2026-05-27,中班,11111111,2543,NG,未剪断NG,1
2026/5/27 17:24:00,2026-05-27,中班,11111111,2533,NG,未剪断NG,1
2026/5/27 17:23:19,2026-05-27,中班,11111111,2328,NG,未剪断NG,1
2026/5/27 17:22:57,2026-05-27,中班,11111111,2218,NG,未剪断NG,1
2026/5/27 17:22:30,2026-05-27,中班,11111111,2080,NG,未剪断NG,1
2026/5/27 17:22:29,2026-05-27,中班,11111111,2079,NG,未剪断NG,1
2026/5/27 17:22:28,2026-05-27,中班,11111111,2072,NG,未剪断NG,1
2026/5/27 17:22:21,2026-05-27,中班,11111111,2037,NG,未剪断NG,1
2026/5/27 17:21:42,2026-05-27,中班,11111111,1841,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/27 17:21:29,2026-05-27,中班,11111111,1778,NG,"混合缺陷[爆管NG,未剪断NG]",2
2026/5/27 17:21:14,2026-05-27,中班,11111111,1701,NG,未剪断NG,1
2026/5/27 17:21:14,2026-05-27,中班,11111111,1700,NG,未剪断NG,1
2026/5/27 17:21:10,2026-05-27,中班,11111111,1681,NG,未剪断NG,1
2026/5/27 17:21:09,2026-05-27,中班,11111111,1676,NG,"混合缺陷[爆管NG,未剪断NG]",2
2026/5/27 17:21:08,2026-05-27,中班,11111111,1670,NG,"混合缺陷[斜口NG,未剪断NG]",2
2026/5/27 17:21:07,2026-05-27,中班,11111111,1669,NG,未剪断NG,1
2026/5/27 17:21:02,2026-05-27,中班,11111111,1644,NG,未剪断NG,1
2026/5/27 17:21:00,2026-05-27,中班,11111111,1634,NG,未剪断NG,1
2026/5/27 17:20:59,2026-05-27,中班,11111111,1630,NG,管内异物NG,1
2026/5/27 17:20:55,2026-05-27,中班,11111111,1608,NG,管内异物NG,1
2026/5/27 17:20:54,2026-05-27,中班,11111111,1602,NG,未剪断NG,1
2026/5/27 17:20:46,2026-05-27,中班,11111111,1564,NG,未剪断NG,1
2026/5/27 17:20:46,2026-05-27,中班,11111111,1563,NG,未剪断NG,1
2026/5/27 17:20:38,2026-05-27,中班,11111111,1523,NG,未剪断NG,1
2026/5/27 17:20:38,2026-05-27,中班,11111111,1522,NG,未剪断NG,1
2026/5/27 17:20:35,2026-05-27,中班,11111111,1507,NG,管内异物NG,1
2026/5/27 17:20:21,2026-05-27,中班,11111111,1440,NG,未剪断NG,1
2026/5/27 17:20:21,2026-05-27,中班,11111111,1439,NG,未剪断NG,1
2026/5/27 17:20:04,2026-05-27,中班,11111111,1354,NG,未剪断NG,1
2026/5/27 17:19:25,2026-05-27,中班,11111111,1159,NG,未剪断NG,1
2026/5/27 17:19:11,2026-05-27,中班,11111111,1087,NG,未剪断NG,1
2026/5/27 17:18:56,2026-05-27,中班,11111111,1013,NG,爆管NG,1
2026/5/27 17:18:53,2026-05-27,中班,11111111,994,NG,未剪断NG,1
2026/5/27 17:18:50,2026-05-27,中班,11111111,980,NG,未剪断NG,1
2026/5/27 17:18:50,2026-05-27,中班,11111111,979,NG,未剪断NG,1
2026/5/27 17:18:38,2026-05-27,中班,11111111,922,NG,未剪断NG,1
2026/5/27 17:18:38,2026-05-27,中班,11111111,921,NG,未剪断NG,1
2026/5/27 17:18:14,2026-05-27,中班,11111111,800,NG,未剪断NG,1
2026/5/27 17:18:13,2026-05-27,中班,11111111,799,NG,未剪断NG,1
2026/5/27 17:18:04,2026-05-27,中班,11111111,751,NG,未剪断NG,1
2026/5/27 17:17:53,2026-05-27,中班,11111111,699,NG,管内异物NG,1
2026/5/27 17:17:52,2026-05-27,中班,11111111,692,NG,爆管NG,1
2026/5/27 17:17:42,2026-05-27,中班,11111111,643,NG,未剪断NG,1
2026/5/27 17:17:38,2026-05-27,中班,11111111,623,NG,管内异物NG,1
2026/5/27 17:17:34,2026-05-27,中班,11111111,602,NG,管内异物NG,1
2026/5/27 17:17:33,2026-05-27,中班,11111111,598,NG,未剪断NG,1
2026/5/27 17:17:25,2026-05-27,中班,11111111,557,NG,未剪断NG,1
2026/5/27 17:17:16,2026-05-27,中班,11111111,512,NG,未剪断NG,1
2026/5/27 17:17:16,2026-05-27,中班,11111111,511,NG,未剪断NG,1
2026/5/27 17:17:15,2026-05-27,中班,11111111,508,NG,未剪断NG,1
2026/5/27 17:17:07,2026-05-27,中班,11111111,468,NG,管内异物NG,1
2026/5/27 17:17:06,2026-05-27,中班,11111111,464,NG,未剪断NG,1
2026/5/27 17:17:05,2026-05-27,中班,11111111,458,NG,管内异物NG,1
2026/5/27 17:17:01,2026-05-27,中班,11111111,440,NG,未剪断NG,1
2026/5/27 17:17:01,2026-05-27,中班,11111111,439,NG,未剪断NG,1
2026/5/27 17:16:41,2026-05-27,中班,11111111,338,NG,"混合缺陷[斜口NG,未剪断NG]",2
2026/5/27 17:16:41,2026-05-27,中班,11111111,337,NG,未剪断NG,1
2026/5/27 17:16:40,2026-05-27,中班,11111111,332,NG,未剪断NG,1
2026/5/27 17:16:40,2026-05-27,中班,11111111,331,NG,未剪断NG,1
2026/5/27 17:16:31,2026-05-27,中班,11111111,287,NG,未剪断NG,1
2026/5/27 17:16:31,2026-05-27,中班,11111111,286,NG,未剪断NG,1
2026/5/27 17:16:21,2026-05-27,中班,11111111,239,NG,爆管NG,1
2026/5/27 17:16:09,2026-05-27,中班,11111111,180,NG,未剪断NG,1
2026/5/27 17:16:09,2026-05-27,中班,11111111,176,NG,未剪断NG,1
2026/5/27 17:16:05,2026-05-27,中班,11111111,158,NG,未剪断NG,1
2026/5/27 17:16:05,2026-05-27,中班,11111111,157,NG,未剪断NG,1
2026/5/27 17:16:03,2026-05-27,中班,11111111,146,NG,未剪断NG,1
2026/5/27 17:16:02,2026-05-27,中班,11111111,145,NG,未剪断NG,1
2026/5/27 17:16:00,2026-05-27,中班,11111111,134,NG,未剪断NG,1
2026/5/27 17:16:00,2026-05-27,中班,11111111,133,NG,未剪断NG,1
2026/5/27 17:15:52,2026-05-27,中班,11111111,94,NG,未剪断NG,1
2026/5/27 17:15:52,2026-05-27,中班,11111111,93,NG,未剪断NG,1
2026/5/27 17:15:46,2026-05-27,中班,11111111,61,NG,未剪断NG,1
2026/5/27 17:15:45,2026-05-27,中班,11111111,60,NG,未剪断NG,1
2026/5/27 17:15:43,2026-05-27,中班,11111111,48,NG,"混合缺陷[斜口NG,未剪断NG]",2
2026/5/27 17:15:34,2026-05-27,中班,11111111,4,NG,未剪断NG,1
2026/5/27 17:14:54,2026-05-27,中班,11111111,3368,NG,未剪断NG,1
2026/5/27 17:14:40,2026-05-27,中班,11111111,3296,NG,爆管NG,1
2026/5/27 17:14:37,2026-05-27,中班,11111111,3279,NG,未剪断NG,1
2026/5/27 17:14:36,2026-05-27,中班,11111111,3278,NG,未剪断NG,1
2026/5/27 17:14:08,2026-05-27,中班,11111111,3137,NG,未剪断NG,1
2026/5/27 17:14:08,2026-05-27,中班,11111111,3136,NG,未剪断NG,1
2026/5/27 17:13:57,2026-05-27,中班,11111111,3081,NG,未剪断NG,1
2026/5/27 17:13:55,2026-05-27,中班,11111111,3069,NG,未剪断NG,1
2026/5/27 17:13:48,2026-05-27,中班,11111111,3031,NG,未剪断NG,1
2026/5/27 17:13:41,2026-05-27,中班,11111111,3000,NG,未剪断NG,1
2026/5/27 17:13:37,2026-05-27,中班,11111111,2980,NG,未剪断NG,1
2026/5/27 17:13:32,2026-05-27,中班,11111111,2952,NG,管内异物NG,1
2026/5/27 17:13:27,2026-05-27,中班,11111111,2930,NG,斜口NG,1
2026/5/27 17:13:26,2026-05-27,中班,11111111,2922,NG,管内异物NG,1
2026/5/27 17:13:06,2026-05-27,中班,11111111,2822,NG,未剪断NG,1
2026/5/27 17:13:06,2026-05-27,中班,11111111,2821,NG,未剪断NG,1
2026/5/27 17:13:05,2026-05-27,中班,11111111,2820,NG,未剪断NG,1
2026/5/27 17:13:00,2026-05-27,中班,11111111,2791,NG,未剪断NG,1
2026/5/27 17:12:59,2026-05-27,中班,11111111,2790,NG,未剪断NG,1
2026/5/27 17:12:57,2026-05-27,中班,11111111,2777,NG,未剪断NG,1
2026/5/27 17:12:55,2026-05-27,中班,11111111,2767,NG,未剪断NG,1
2026/5/27 17:12:52,2026-05-27,中班,11111111,2753,NG,未剪断NG,1
2026/5/27 17:12:48,2026-05-27,中班,11111111,2734,NG,未剪断NG,1
2026/5/27 17:12:48,2026-05-27,中班,11111111,2733,NG,"混合缺陷[管内异物NG,未剪断NG]",2
2026/5/27 17:12:45,2026-05-27,中班,11111111,2720,NG,"混合缺陷[爆管NG,未剪断NG]",2
2026/5/27 17:12:44,2026-05-27,中班,11111111,2712,NG,未剪断NG,1
2026/5/27 17:12:41,2026-05-27,中班,11111111,2698,NG,未剪断NG,1
2026/5/27 17:12:41,2026-05-27,中班,11111111,2697,NG,未剪断NG,1
2026/5/27 17:12:39,2026-05-27,中班,11111111,2686,NG,未剪断NG,1
2026/5/27 17:12:28,2026-05-27,中班,11111111,2631,NG,未剪断NG,1
2026/5/27 17:12:27,2026-05-27,中班,11111111,2629,NG,未剪断NG,1
2026/5/27 17:12:12,2026-05-27,中班,11111111,2554,NG,未剪断NG,1
2026/5/27 17:12:12,2026-05-27,中班,11111111,2553,NG,未剪断NG,1
2026/5/27 17:12:12,2026-05-27,中班,11111111,2551,NG,未剪断NG,1
2026/5/27 17:12:11,2026-05-27,中班,11111111,2550,NG,未剪断NG,1
2026/5/27 17:12:10,2026-05-27,中班,11111111,2542,NG,未剪断NG,1
2026/5/27 17:12:09,2026-05-27,中班,11111111,2541,NG,未剪断NG,1
2026/5/27 17:12:04,2026-05-27,中班,11111111,2516,NG,未剪断NG,1
2026/5/27 17:12:04,2026-05-27,中班,11111111,2515,NG,未剪断NG,1
2026/5/27 17:11:56,2026-05-27,中班,11111111,2476,NG,未剪断NG,1
2026/5/27 17:11:53,2026-05-27,中班,11111111,2459,NG,爆管NG,1
2026/5/27 17:11:49,2026-05-27,中班,11111111,2438,NG,爆管NG,1
2026/5/27 17:11:18,2026-05-27,中班,11111111,2288,NG,未剪断NG,1
2026/5/27 17:11:11,2026-05-27,中班,11111111,2253,NG,未剪断NG,1
2026/5/27 17:10:59,2026-05-27,中班,11111111,2194,NG,未剪断NG,1
2026/5/27 17:10:59,2026-05-27,中班,11111111,2193,NG,未剪断NG,1
2026/5/27 17:10:46,2026-05-27,中班,11111111,2128,NG,未剪断NG,1
2026/5/27 17:10:36,2026-05-27,中班,11111111,2076,NG,未剪断NG,1
2026/5/27 17:10:31,2026-05-27,中班,11111111,2056,NG,管内异物NG,1
2026/5/27 17:10:31,2026-05-27,中班,11111111,2053,NG,未剪断NG,1
2026/5/27 17:10:28,2026-05-27,中班,11111111,2036,NG,"混合缺陷[爆管NG,未剪断NG]",2
2026/5/27 17:10:27,2026-05-27,中班,11111111,2035,NG,"混合缺陷[斜口NG,未剪断NG]",2
2026/5/27 17:10:21,2026-05-27,中班,11111111,2005,NG,"混合缺陷[斜口NG,未剪断NG]",2
2026/5/27 17:10:21,2026-05-27,中班,11111111,2004,NG,未剪断NG,1
2026/5/27 17:10:14,2026-05-27,中班,11111111,1966,NG,未剪断NG,1
2026/5/27 17:10:13,2026-05-27,中班,11111111,1965,NG,未剪断NG,1
2026/5/27 17:10:08,2026-05-27,中班,11111111,1940,NG,未剪断NG,1
2026/5/27 17:10:08,2026-05-27,中班,11111111,1939,NG,未剪断NG,1
2026/5/27 17:10:06,2026-05-27,中班,11111111,1929,NG,未剪断NG,1
2026/5/27 17:10:06,2026-05-27,中班,11111111,1926,NG,未剪断NG,1
2026/5/27 17:09:48,2026-05-27,中班,11111111,1840,NG,未剪断NG,1
2026/5/27 17:09:44,2026-05-27,中班,11111111,1817,NG,背面工号缺失NG,1
2026/5/27 17:09:43,2026-05-27,中班,11111111,1816,NG,未剪断NG,1
2026/5/27 17:09:37,2026-05-27,中班,11111111,1785,NG,未剪断NG,1
2026/5/27 17:09:33,2026-05-27,中班,11111111,1762,NG,未剪断NG,1
2026/5/27 17:09:32,2026-05-27,中班,11111111,1760,NG,爆管NG,1
2026/5/27 17:09:21,2026-05-27,中班,11111111,1703,NG,爆管NG,1
2026/5/27 17:09:19,2026-05-27,中班,11111111,1693,NG,连续爆管剔除,0
2026/5/27 17:09:19,2026-05-27,中班,11111111,1692,NG,连续爆管剔除,0
2026/5/27 17:09:18,2026-05-27,中班,11111111,1691,NG,连续爆管剔除,0
2026/5/27 17:09:06,2026-05-27,中班,11111111,1663,NG,"混合缺陷[斜口NG,未剪断NG]",2
2026/5/27 17:09:06,2026-05-27,中班,11111111,1662,NG,未剪断NG,1
2026/5/27 17:09:02,2026-05-27,中班,11111111,1645,NG,未剪断NG,1
2026/5/27 17:09:02,2026-05-27,中班,11111111,1644,NG,未剪断NG,1
2026/5/27 17:09:00,2026-05-27,中班,11111111,1634,NG,爆管NG,1
2026/5/27 17:08:58,2026-05-27,中班,11111111,1621,NG,未剪断NG,1
2026/5/27 17:08:37,2026-05-27,中班,11111111,1518,NG,"混合缺陷[爆管NG,未剪断NG]",2
2026/5/27 17:08:28,2026-05-27,中班,11111111,1472,NG,背面工号缺失NG,1
2026/5/27 17:08:03,2026-05-27,中班,11111111,1351,NG,未剪断NG,1
2026/5/27 17:08:03,2026-05-27,中班,11111111,1350,NG,未剪断NG,1
2026/5/27 17:07:44,2026-05-27,中班,11111111,1253,NG,未剪断NG,1
2026/5/27 17:07:43,2026-05-27,中班,11111111,1252,NG,未剪断NG,1
2026/5/27 17:07:33,2026-05-27,中班,11111111,1201,NG,未剪断NG,1
2026/5/27 17:07:33,2026-05-27,中班,11111111,1200,NG,未剪断NG,1
2026/5/27 17:07:32,2026-05-27,中班,11111111,1193,NG,未剪断NG,1
2026/5/27 17:07:31,2026-05-27,中班,11111111,1192,NG,未剪断NG,1
2026/5/27 17:07:31,2026-05-27,中班,11111111,1191,NG,"混合缺陷[斜口NG,未剪断NG]",2
2026/5/27 17:07:29,2026-05-27,中班,11111111,1180,NG,未剪断NG,1
2026/5/27 17:07:29,2026-05-27,中班,11111111,1179,NG,未剪断NG,1
2026/5/27 17:07:28,2026-05-27,中班,11111111,1173,NG,未剪断NG,1
2026/5/27 17:07:18,2026-05-27,中班,11111111,1123,NG,未剪断NG,1
2026/5/27 17:07:15,2026-05-27,中班,11111111,1110,NG,管内异物NG,1
2026/5/27 17:07:06,2026-05-27,中班,11111111,1067,NG,背面工号缺失NG,1
2026/5/27 17:07:02,2026-05-27,中班,11111111,1044,NG,未剪断NG,1
2026/5/27 17:07:00,2026-05-27,中班,11111111,1036,NG,未剪断NG,1
2026/5/27 17:07:00,2026-05-27,中班,11111111,1035,NG,未剪断NG,1
2026/5/27 17:06:50,2026-05-27,中班,11111111,986,NG,未剪断NG,1
2026/5/27 17:05:34,2026-05-27,中班,11111111,890,NG,未剪断NG,1
2026/5/27 17:05:34,2026-05-27,中班,11111111,889,NG,未剪断NG,1
2026/5/27 17:05:33,2026-05-27,中班,11111111,886,NG,未剪断NG,1
2026/5/27 17:05:33,2026-05-27,中班,11111111,885,NG,未剪断NG,1
2026/5/27 17:05:26,2026-05-27,中班,11111111,848,NG,"混合缺陷[爆管NG,未剪断NG]",2
2026/5/27 17:05:20,2026-05-27,中班,11111111,820,NG,未剪断NG,1
2026/5/27 17:05:20,2026-05-27,中班,11111111,819,NG,未剪断NG,1
2026/5/27 17:05:05,2026-05-27,中班,11111111,742,NG,未剪断NG,1
2026/5/27 17:04:11,2026-05-27,中班,11111111,473,NG,未剪断NG,1
2026/5/27 17:04:11,2026-05-27,中班,11111111,472,NG,未剪断NG,1
2026/5/27 17:03:58,2026-05-27,中班,11111111,409,NG,未剪断NG,1
2026/5/27 17:03:55,2026-05-27,中班,11111111,393,NG,未剪断NG,1
2026/5/27 17:03:44,2026-05-27,中班,11111111,337,NG,未剪断NG,1
2026/5/27 17:03:40,2026-05-27,中班,11111111,318,NG,未剪断NG,1
2026/5/27 17:03:40,2026-05-27,中班,11111111,317,NG,斜口NG,1
2026/5/27 17:03:39,2026-05-27,中班,11111111,316,NG,未剪断NG,1
2026/5/27 17:03:37,2026-05-27,中班,11111111,305,NG,未剪断NG,1
2026/5/27 17:03:29,2026-05-27,中班,11111111,262,NG,未剪断NG,1
