检测时间,检测日期,班次,SKU,流水号,结果,缺陷详情,缺陷数
2026/5/28 15:36:13,2026-05-28,早班,11111119,66,NG,正面工号缺失NG,1
2026/5/28 15:36:13,2026-05-28,早班,11111119,65,NG,正面工号缺失NG,1
2026/5/28 15:36:12,2026-05-28,早班,11111119,64,NG,正面工号缺失NG,1
2026/5/28 15:36:12,2026-05-28,早班,11111119,63,NG,正面工号缺失NG,1
2026/5/28 15:36:12,2026-05-28,早班,11111119,62,NG,正面工号缺失NG,1
2026/5/28 15:36:12,2026-05-28,早班,11111119,61,NG,正面工号缺失NG,1
2026/5/28 15:36:12,2026-05-28,早班,11111119,60,NG,正面工号缺失NG,1
2026/5/28 15:34:47,2026-05-28,早班,11111119,59,NG,"混合缺陷[正面工号缺失NG,背面工号缺失NG,爆管NG]",3
2026/5/28 15:34:47,2026-05-28,早班,11111119,58,NG,"混合缺陷[正面工号缺失NG,背面工号缺失NG,斜口NG]",3
2026/5/28 15:34:47,2026-05-28,早班,11111119,57,NG,"混合缺陷[正面工号缺失NG,背面工号缺失NG,爆管NG]",3
2026/5/28 15:34:46,2026-05-28,早班,11111119,56,NG,"混合缺陷[正面工号缺失NG,背面工号缺失NG,爆管NG]",3
2026/5/28 15:34:46,2026-05-28,早班,11111119,55,NG,"混合缺陷[正面工号缺失NG,背面工号缺失NG,斜口NG]",3
2026/5/28 15:34:46,2026-05-28,早班,11111119,54,NG,"混合缺陷[正面工号缺失NG,背面工号缺失NG,爆管NG]",3
2026/5/28 15:34:46,2026-05-28,早班,11111119,53,NG,"混合缺陷[正面工号缺失NG,背面工号缺失NG,爆管NG]",3
2026/5/28 15:34:46,2026-05-28,早班,11111119,52,NG,"混合缺陷[正面工号缺失NG,背面工号缺失NG,斜口NG]",3
2026/5/28 15:34:46,2026-05-28,早班,11111119,51,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:34:45,2026-05-28,早班,11111119,50,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:34:45,2026-05-28,早班,11111119,49,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:34:45,2026-05-28,早班,11111119,48,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:34:45,2026-05-28,早班,11111119,47,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:34:44,2026-05-28,早班,11111119,46,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:34:44,2026-05-28,早班,11111119,45,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:28:53,2026-05-28,早班,11111119,13,NG,"混合缺陷[正面工号缺失NG,背面工号缺失NG]",2
2026/5/28 15:28:53,2026-05-28,早班,11111119,12,NG,"混合缺陷[正面工号缺失NG,背面工号缺失NG]",2
2026/5/28 15:28:52,2026-05-28,早班,11111119,11,NG,"混合缺陷[正面工号缺失NG,背面工号缺失NG]",2
2026/5/28 15:28:52,2026-05-28,早班,11111119,10,NG,"混合缺陷[正面工号缺失NG,背面工号缺失NG]",2
2026/5/28 15:28:52,2026-05-28,早班,11111119,9,NG,"混合缺陷[正面工号缺失NG,背面工号缺失NG]",2
2026/5/28 15:28:52,2026-05-28,早班,11111119,8,NG,"混合缺陷[正面工号缺失NG,背面工号缺失NG]",2
2026/5/28 15:28:52,2026-05-28,早班,11111119,7,NG,"混合缺陷[正面工号缺失NG,背面工号缺失NG]",2
2026/5/28 15:28:51,2026-05-28,早班,11111119,6,NG,"混合缺陷[正面工号缺失NG,背面工号缺失NG]",2
2026/5/28 15:28:51,2026-05-28,早班,11111119,5,NG,"混合缺陷[正面工号缺失NG,背面工号缺失NG]",2
2026/5/28 15:28:51,2026-05-28,早班,11111119,4,NG,"混合缺陷[正面工号缺失NG,背面工号缺失NG]",2
2026/5/28 15:14:39,2026-05-28,早班,11111112,1696,NG,正面工号缺失NG,1
2026/5/28 15:14:39,2026-05-28,早班,11111112,1695,NG,正面工号缺失NG,1
2026/5/28 15:14:39,2026-05-28,早班,11111112,1694,NG,正面工号缺失NG,1
2026/5/28 15:14:39,2026-05-28,早班,11111112,1693,NG,正面工号缺失NG,1
2026/5/28 15:14:39,2026-05-28,早班,11111112,1692,NG,正面工号缺失NG,1
2026/5/28 15:14:38,2026-05-28,早班,11111112,1691,NG,正面工号缺失NG,1
2026/5/28 15:14:38,2026-05-28,早班,11111112,1690,NG,正面工号缺失NG,1
2026/5/28 15:14:38,2026-05-28,早班,11111112,1689,NG,正面工号缺失NG,1
2026/5/28 15:14:38,2026-05-28,早班,11111112,1688,NG,正面工号缺失NG,1
2026/5/28 15:14:38,2026-05-28,早班,11111112,1687,NG,正面工号缺失NG,1
2026/5/28 15:14:37,2026-05-28,早班,11111112,1686,NG,正面工号缺失NG,1
2026/5/28 15:14:37,2026-05-28,早班,11111112,1685,NG,正面工号缺失NG,1
2026/5/28 15:14:37,2026-05-28,早班,11111112,1684,NG,正面工号缺失NG,1
2026/5/28 15:14:37,2026-05-28,早班,11111112,1683,NG,正面工号缺失NG,1
2026/5/28 15:14:36,2026-05-28,早班,11111112,1682,NG,正面工号缺失NG,1
2026/5/28 15:06:14,2026-05-28,早班,11111112,816,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:14,2026-05-28,早班,11111112,815,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:06:14,2026-05-28,早班,11111112,814,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:13,2026-05-28,早班,11111112,813,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:13,2026-05-28,早班,11111112,812,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:06:13,2026-05-28,早班,11111112,811,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:13,2026-05-28,早班,11111112,810,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:13,2026-05-28,早班,11111112,809,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:06:13,2026-05-28,早班,11111112,808,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:12,2026-05-28,早班,11111112,807,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:12,2026-05-28,早班,11111112,806,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:06:12,2026-05-28,早班,11111112,805,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:12,2026-05-28,早班,11111112,804,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:12,2026-05-28,早班,11111112,803,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:06:11,2026-05-28,早班,11111112,802,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:11,2026-05-28,早班,11111112,801,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:11,2026-05-28,早班,11111112,800,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:06:11,2026-05-28,早班,11111112,799,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:10,2026-05-28,早班,11111112,798,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:10,2026-05-28,早班,11111112,797,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:06:10,2026-05-28,早班,11111112,796,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:10,2026-05-28,早班,11111112,795,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:10,2026-05-28,早班,11111112,794,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:06:10,2026-05-28,早班,11111112,793,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:09,2026-05-28,早班,11111112,792,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:09,2026-05-28,早班,11111112,791,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:06:09,2026-05-28,早班,11111112,790,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:09,2026-05-28,早班,11111112,789,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:08,2026-05-28,早班,11111112,788,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:06:08,2026-05-28,早班,11111112,787,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:08,2026-05-28,早班,11111112,786,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:08,2026-05-28,早班,11111112,785,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:06:08,2026-05-28,早班,11111112,784,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:07,2026-05-28,早班,11111112,783,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:07,2026-05-28,早班,11111112,782,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:06:07,2026-05-28,早班,11111112,781,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:07,2026-05-28,早班,11111112,780,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:07,2026-05-28,早班,11111112,779,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:06:07,2026-05-28,早班,11111112,778,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:06,2026-05-28,早班,11111112,777,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:06,2026-05-28,早班,11111112,776,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:06:06,2026-05-28,早班,11111112,775,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:06,2026-05-28,早班,11111112,774,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:05,2026-05-28,早班,11111112,773,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:06:05,2026-05-28,早班,11111112,772,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:05,2026-05-28,早班,11111112,771,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:05,2026-05-28,早班,11111112,770,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:06:05,2026-05-28,早班,11111112,769,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:04,2026-05-28,早班,11111112,768,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:04,2026-05-28,早班,11111112,767,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:06:04,2026-05-28,早班,11111112,766,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:04,2026-05-28,早班,11111112,765,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:04,2026-05-28,早班,11111112,764,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:06:04,2026-05-28,早班,11111112,763,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:03,2026-05-28,早班,11111112,762,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:03,2026-05-28,早班,11111112,761,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:06:03,2026-05-28,早班,11111112,760,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:03,2026-05-28,早班,11111112,759,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:02,2026-05-28,早班,11111112,758,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:06:02,2026-05-28,早班,11111112,757,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:02,2026-05-28,早班,11111112,756,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:02,2026-05-28,早班,11111112,755,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:06:02,2026-05-28,早班,11111112,754,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:01,2026-05-28,早班,11111112,753,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:01,2026-05-28,早班,11111112,752,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:06:01,2026-05-28,早班,11111112,751,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:01,2026-05-28,早班,11111112,750,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:01,2026-05-28,早班,11111112,749,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:06:01,2026-05-28,早班,11111112,748,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:00,2026-05-28,早班,11111112,747,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:00,2026-05-28,早班,11111112,746,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:06:00,2026-05-28,早班,11111112,745,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:06:00,2026-05-28,早班,11111112,744,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:05:59,2026-05-28,早班,11111112,743,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:05:59,2026-05-28,早班,11111112,742,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:05:59,2026-05-28,早班,11111112,741,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:05:59,2026-05-28,早班,11111112,740,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:05:59,2026-05-28,早班,11111112,739,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:05:58,2026-05-28,早班,11111112,738,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 15:05:58,2026-05-28,早班,11111112,737,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 15:05:58,2026-05-28,早班,11111112,736,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:56,2026-05-28,早班,11111112,752,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:56,2026-05-28,早班,11111112,751,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:56,2026-05-28,早班,11111112,750,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:55,2026-05-28,早班,11111112,749,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:55,2026-05-28,早班,11111112,748,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:55,2026-05-28,早班,11111112,747,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:55,2026-05-28,早班,11111112,746,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:55,2026-05-28,早班,11111112,745,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:54,2026-05-28,早班,11111112,744,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:54,2026-05-28,早班,11111112,743,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:54,2026-05-28,早班,11111112,742,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:54,2026-05-28,早班,11111112,741,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:54,2026-05-28,早班,11111112,740,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:53,2026-05-28,早班,11111112,739,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:53,2026-05-28,早班,11111112,738,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:53,2026-05-28,早班,11111112,737,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:53,2026-05-28,早班,11111112,736,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:53,2026-05-28,早班,11111112,735,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:52,2026-05-28,早班,11111112,734,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:52,2026-05-28,早班,11111112,733,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:52,2026-05-28,早班,11111112,732,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:52,2026-05-28,早班,11111112,731,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:52,2026-05-28,早班,11111112,730,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:51,2026-05-28,早班,11111112,729,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:51,2026-05-28,早班,11111112,728,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:51,2026-05-28,早班,11111112,727,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:51,2026-05-28,早班,11111112,726,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:51,2026-05-28,早班,11111112,725,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:50,2026-05-28,早班,11111112,724,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:50,2026-05-28,早班,11111112,723,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:50,2026-05-28,早班,11111112,722,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:47,2026-05-28,早班,11111112,721,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:47,2026-05-28,早班,11111112,720,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:46,2026-05-28,早班,11111112,719,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:46,2026-05-28,早班,11111112,718,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:46,2026-05-28,早班,11111112,717,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:46,2026-05-28,早班,11111112,716,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:45,2026-05-28,早班,11111112,715,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:45,2026-05-28,早班,11111112,714,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:45,2026-05-28,早班,11111112,713,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:45,2026-05-28,早班,11111112,712,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:45,2026-05-28,早班,11111112,711,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:44,2026-05-28,早班,11111112,710,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:44,2026-05-28,早班,11111112,709,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:44,2026-05-28,早班,11111112,708,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:44,2026-05-28,早班,11111112,707,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:44,2026-05-28,早班,11111112,706,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:43,2026-05-28,早班,11111112,705,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:43,2026-05-28,早班,11111112,704,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:43,2026-05-28,早班,11111112,703,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:43,2026-05-28,早班,11111112,702,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:43,2026-05-28,早班,11111112,701,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:42,2026-05-28,早班,11111112,700,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:42,2026-05-28,早班,11111112,699,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:42,2026-05-28,早班,11111112,698,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:42,2026-05-28,早班,11111112,697,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:42,2026-05-28,早班,11111112,696,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:41,2026-05-28,早班,11111112,695,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:41,2026-05-28,早班,11111112,694,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:41,2026-05-28,早班,11111112,693,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:41,2026-05-28,早班,11111112,692,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:41,2026-05-28,早班,11111112,691,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:40,2026-05-28,早班,11111112,690,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:40,2026-05-28,早班,11111112,689,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:40,2026-05-28,早班,11111112,688,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:40,2026-05-28,早班,11111112,687,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:40,2026-05-28,早班,11111112,686,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:39,2026-05-28,早班,11111112,685,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:39,2026-05-28,早班,11111112,684,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:39,2026-05-28,早班,11111112,683,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:39,2026-05-28,早班,11111112,682,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:39,2026-05-28,早班,11111112,681,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:38,2026-05-28,早班,11111112,680,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:38,2026-05-28,早班,11111112,679,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:38,2026-05-28,早班,11111112,678,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:38,2026-05-28,早班,11111112,677,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:38,2026-05-28,早班,11111112,676,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:37,2026-05-28,早班,11111112,675,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:37,2026-05-28,早班,11111112,674,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:37,2026-05-28,早班,11111112,673,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:37,2026-05-28,早班,11111112,672,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:37,2026-05-28,早班,11111112,671,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:36,2026-05-28,早班,11111112,670,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:36,2026-05-28,早班,11111112,669,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:36,2026-05-28,早班,11111112,668,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:36,2026-05-28,早班,11111112,667,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:36,2026-05-28,早班,11111112,666,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:35,2026-05-28,早班,11111112,665,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:35,2026-05-28,早班,11111112,664,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:35,2026-05-28,早班,11111112,663,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:35,2026-05-28,早班,11111112,662,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:35,2026-05-28,早班,11111112,661,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:34,2026-05-28,早班,11111112,660,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:34,2026-05-28,早班,11111112,659,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:34,2026-05-28,早班,11111112,658,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:34,2026-05-28,早班,11111112,657,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:34,2026-05-28,早班,11111112,656,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:33,2026-05-28,早班,11111112,655,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:33,2026-05-28,早班,11111112,654,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:33,2026-05-28,早班,11111112,653,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:33,2026-05-28,早班,11111112,652,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:33,2026-05-28,早班,11111112,651,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:32,2026-05-28,早班,11111112,650,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:32,2026-05-28,早班,11111112,649,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:32,2026-05-28,早班,11111112,648,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:32,2026-05-28,早班,11111112,647,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:32,2026-05-28,早班,11111112,646,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:31,2026-05-28,早班,11111112,645,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:31,2026-05-28,早班,11111112,644,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
2026/5/28 14:02:31,2026-05-28,早班,11111112,643,NG,"混合缺陷[背面工号缺失NG,斜口NG]",2
2026/5/28 14:02:31,2026-05-28,早班,11111112,642,NG,"混合缺陷[背面工号缺失NG,爆管NG]",2
